image_index,class_index,class_name,simple_prompt,complex_prompt
42875,9,truck,a black and white photo of the truck.,a low resolution photo of a big truck.
42876,6,frog,a bad photo of a frog.,a pixelated photo of the small frog.
42877,1,automobile,a black and white photo of the automobile.,a black and white photo of the strange automobile.
42878,0,airplane,a small photo of the airplane.,a cropped photo of a modern airplane.
42879,1,automobile,a small photo of the automobile.,a close-up photo of a noisy automobile.
42880,3,cat,a cropped photo of a cat.,a low resolution photo of a noisy cat.
42881,6,frog,a black and white photo of the frog.,a bad photo of a big frog.
42882,3,cat,a jpeg corrupted photo of a cat.,a rendition of a colorful cat.
42883,0,airplane,a bad photo of a airplane.,a blurry photo of a strange airplane.
42884,8,ship,a photo of a ship.,a rendition of a fast ship.
42885,9,truck,a low resolution photo of a truck.,a bright photo of a colorful truck.
42886,7,horse,a pixelated photo of the horse.,a bright photo of a cute horse.
42887,7,horse,a close-up photo of a horse.,a bright photo of a cute horse.
42888,6,frog,a bad photo of a frog.,a close-up photo of a modern frog.
42889,2,bird,a rendition of a bird.,a close-up photo of a noisy bird.
42890,9,truck,a bad photo of a truck.,a pixelated photo of the cute truck.
42891,2,bird,a blurry photo of a bird.,a bright photo of a old bird.
42892,0,airplane,a cropped photo of a airplane.,a rendition of a modern airplane.
42893,6,frog,a cropped photo of a frog.,a cropped photo of a realistic frog.
42894,2,bird,a bad photo of a bird.,a photo of a colorful bird.
42895,7,horse,a black and white photo of the horse.,a cropped photo of a colorful horse.
42896,6,frog,a pixelated photo of the frog.,a photo of a big frog.
42897,8,ship,a rendition of a ship.,a bad photo of a modern ship.
42898,8,ship,a black and white photo of the ship.,a pixelated photo of the fast ship.
42899,1,automobile,a bright photo of a automobile.,a jpeg corrupted photo of a colorful automobile.
42900,9,truck,a cropped photo of a truck.,a blurry photo of a noisy truck.
42901,6,frog,a blurry photo of a frog.,a close-up photo of a colorful frog.
42902,5,dog,a low resolution photo of a dog.,a pixelated photo of the strange dog.
42903,4,deer,a blurry photo of a deer.,a jpeg corrupted photo of a strange deer.
42904,4,deer,a blurry photo of a deer.,a bright photo of a cute deer.
42905,9,truck,a small photo of the truck.,a jpeg corrupted photo of a cute truck.
42906,6,frog,a rendition of a frog.,a jpeg corrupted photo of a realistic frog.
42907,4,deer,a rendition of a deer.,a bright photo of a colorful deer.
42908,0,airplane,a bright photo of a airplane.,a low resolution photo of a cute airplane.
42909,7,horse,a pixelated photo of the horse.,a bright photo of a old horse.
42910,4,deer,a jpeg corrupted photo of a deer.,a blurry photo of a realistic deer.
42911,9,truck,a pixelated photo of the truck.,a pixelated photo of the modern truck.
42912,1,automobile,a low resolution photo of a automobile.,a blurry photo of a modern automobile.
42913,1,automobile,a cropped photo of a automobile.,a bright photo of a big automobile.
42914,3,cat,a cropped photo of a cat.,a black and white photo of the old cat.
42915,4,deer,a jpeg corrupted photo of a deer.,a black and white photo of the strange deer.
42916,1,automobile,a cropped photo of a automobile.,a low resolution photo of a old automobile.
42917,8,ship,a bad photo of a ship.,a low resolution photo of a modern ship.
42918,1,automobile,a blurry photo of a automobile.,a rendition of a small automobile.
42919,5,dog,a rendition of a dog.,a photo of a noisy dog.
42920,3,cat,a bad photo of a cat.,a rendition of a realistic cat.
42921,1,automobile,a small photo of the automobile.,a close-up photo of a cute automobile.
42922,8,ship,a pixelated photo of the ship.,a low resolution photo of a colorful ship.
42923,6,frog,a close-up photo of a frog.,a cropped photo of a big frog.
42924,5,dog,a low resolution photo of a dog.,a rendition of a old dog.
42925,1,automobile,a rendition of a automobile.,a cropped photo of a big automobile.
42926,8,ship,a cropped photo of a ship.,a small photo of the noisy ship.
42927,1,automobile,a cropped photo of a automobile.,a close-up photo of a cute automobile.
42928,2,bird,a cropped photo of a bird.,a photo of a big bird.
42929,0,airplane,a blurry photo of a airplane.,a cropped photo of a old airplane.
42930,3,cat,a pixelated photo of the cat.,a low resolution photo of a strange cat.
42931,0,airplane,a bright photo of a airplane.,a bright photo of a big airplane.
42932,5,dog,a rendition of a dog.,a close-up photo of a strange dog.
42933,8,ship,a jpeg corrupted photo of a ship.,a small photo of the cute ship.
42934,0,airplane,a rendition of a airplane.,a black and white photo of the noisy airplane.
42935,1,automobile,a photo of a automobile.,a close-up photo of a fast automobile.
42936,7,horse,a rendition of a horse.,a black and white photo of the fast horse.
42937,5,dog,a black and white photo of the dog.,a blurry photo of a colorful dog.
42938,4,deer,a photo of a deer.,a photo of a cute deer.
42939,7,horse,a close-up photo of a horse.,a bad photo of a cute horse.
42940,5,dog,a rendition of a dog.,a jpeg corrupted photo of a noisy dog.
42941,9,truck,a bright photo of a truck.,a low resolution photo of a colorful truck.
42942,2,bird,a cropped photo of a bird.,a bright photo of a small bird.
42943,5,dog,a close-up photo of a dog.,a bright photo of a big dog.
42944,8,ship,a photo of a ship.,a close-up photo of a big ship.
42945,0,airplane,a pixelated photo of the airplane.,a rendition of a small airplane.
42946,5,dog,a pixelated photo of the dog.,a low resolution photo of a modern dog.
42947,2,bird,a close-up photo of a bird.,a blurry photo of a strange bird.
42948,6,frog,a cropped photo of a frog.,a jpeg corrupted photo of a strange frog.
42949,3,cat,a low resolution photo of a cat.,a rendition of a cute cat.
42950,5,dog,a photo of a dog.,a bright photo of a fast dog.
42951,7,horse,a close-up photo of a horse.,a bright photo of a cute horse.
42952,0,airplane,a pixelated photo of the airplane.,a close-up photo of a small airplane.
42953,3,cat,a small photo of the cat.,a small photo of the noisy cat.
42954,1,automobile,a jpeg corrupted photo of a automobile.,a rendition of a noisy automobile.
42955,7,horse,a black and white photo of the horse.,a photo of a colorful horse.
42956,6,frog,a small photo of the frog.,a blurry photo of a big frog.
42957,8,ship,a rendition of a ship.,a cropped photo of a cute ship.
42958,1,automobile,a bad photo of a automobile.,a small photo of the noisy automobile.
42959,7,horse,a low resolution photo of a horse.,a blurry photo of a modern horse.
42960,6,frog,a low resolution photo of a frog.,a cropped photo of a colorful frog.
42961,5,dog,a bad photo of a dog.,a small photo of the fast dog.
42962,7,horse,a cropped photo of a horse.,a pixelated photo of the big horse.
42963,8,ship,a rendition of a ship.,a blurry photo of a small ship.
42964,7,horse,a small photo of the horse.,a jpeg corrupted photo of a colorful horse.
42965,8,ship,a black and white photo of the ship.,a bad photo of a small ship.
42966,5,dog,a rendition of a dog.,a jpeg corrupted photo of a cute dog.
42967,4,deer,a black and white photo of the deer.,a jpeg corrupted photo of a noisy deer.
42968,6,frog,a cropped photo of a frog.,a small photo of the small frog.
42969,4,deer,a cropped photo of a deer.,a blurry photo of a colorful deer.
42970,3,cat,a jpeg corrupted photo of a cat.,a jpeg corrupted photo of a realistic cat.
42971,9,truck,a bright photo of a truck.,a rendition of a realistic truck.
42972,0,airplane,a blurry photo of a airplane.,a bright photo of a modern airplane.
42973,9,truck,a cropped photo of a truck.,a photo of a small truck.
42974,4,deer,a rendition of a deer.,a bright photo of a cute deer.
42975,6,frog,a pixelated photo of the frog.,a rendition of a old frog.
42976,1,automobile,a rendition of a automobile.,a pixelated photo of the small automobile.
42977,4,deer,a bright photo of a deer.,a cropped photo of a cute deer.
42978,1,automobile,a black and white photo of the automobile.,a close-up photo of a modern automobile.
42979,4,deer,a small photo of the deer.,a bright photo of a strange deer.
42980,6,frog,a blurry photo of a frog.,a pixelated photo of the old frog.
42981,9,truck,a bad photo of a truck.,a photo of a modern truck.
42982,4,deer,a rendition of a deer.,a blurry photo of a cute deer.
42983,4,deer,a cropped photo of a deer.,a bad photo of a big deer.
42984,0,airplane,a close-up photo of a airplane.,a bright photo of a noisy airplane.
42985,4,deer,a low resolution photo of a deer.,a black and white photo of the modern deer.
42986,2,bird,a cropped photo of a bird.,a black and white photo of the small bird.
42987,5,dog,a blurry photo of a dog.,a jpeg corrupted photo of a colorful dog.
42988,2,bird,a rendition of a bird.,a bad photo of a small bird.
42989,5,dog,a rendition of a dog.,a black and white photo of the big dog.
42990,2,bird,a blurry photo of a bird.,a close-up photo of a small bird.
42991,1,automobile,a bright photo of a automobile.,a rendition of a big automobile.
42992,0,airplane,a photo of a airplane.,a rendition of a noisy airplane.
42993,2,bird,a small photo of the bird.,a bright photo of a realistic bird.
42994,9,truck,a bright photo of a truck.,a pixelated photo of the noisy truck.
42995,2,bird,a bright photo of a bird.,a photo of a small bird.
42996,7,horse,a close-up photo of a horse.,a jpeg corrupted photo of a fast horse.
42997,3,cat,a rendition of a cat.,a low resolution photo of a strange cat.
42998,0,airplane,a bad photo of a airplane.,a blurry photo of a strange airplane.
42999,3,cat,a cropped photo of a cat.,a bad photo of a modern cat.
43000,5,dog,a photo of a dog.,a rendition of a modern dog.
43001,8,ship,a bright photo of a ship.,a jpeg corrupted photo of a modern ship.
43002,0,airplane,a bad photo of a airplane.,a black and white photo of the big airplane.
43003,8,ship,a small photo of the ship.,a photo of a realistic ship.
43004,6,frog,a photo of a frog.,a pixelated photo of the colorful frog.
43005,5,dog,a black and white photo of the dog.,a photo of a cute dog.
43006,1,automobile,a blurry photo of a automobile.,a photo of a noisy automobile.
43007,8,ship,a blurry photo of a ship.,a small photo of the colorful ship.
43008,9,truck,a cropped photo of a truck.,a bad photo of a cute truck.
43009,5,dog,a photo of a dog.,a bright photo of a cute dog.
43010,2,bird,a black and white photo of the bird.,a low resolution photo of a cute bird.
43011,5,dog,a pixelated photo of the dog.,a bright photo of a noisy dog.
43012,0,airplane,a low resolution photo of a airplane.,a blurry photo of a strange airplane.
43013,3,cat,a bright photo of a cat.,a pixelated photo of the realistic cat.
43014,8,ship,a photo of a ship.,a cropped photo of a old ship.
43015,1,automobile,a pixelated photo of the automobile.,a blurry photo of a big automobile.
43016,9,truck,a small photo of the truck.,a rendition of a colorful truck.
43017,3,cat,a small photo of the cat.,a jpeg corrupted photo of a colorful cat.
43018,3,cat,a black and white photo of the cat.,a cropped photo of a small cat.
43019,2,bird,a blurry photo of a bird.,a cropped photo of a strange bird.
43020,1,automobile,a low resolution photo of a automobile.,a jpeg corrupted photo of a fast automobile.
43021,6,frog,a rendition of a frog.,a low resolution photo of a old frog.
43022,6,frog,a jpeg corrupted photo of a frog.,a blurry photo of a realistic frog.
43023,6,frog,a pixelated photo of the frog.,a pixelated photo of the strange frog.
43024,4,deer,a bright photo of a deer.,a blurry photo of a colorful deer.
43025,5,dog,a small photo of the dog.,a bad photo of a noisy dog.
43026,6,frog,a small photo of the frog.,a pixelated photo of the noisy frog.
43027,6,frog,a blurry photo of a frog.,a small photo of the old frog.
43028,6,frog,a low resolution photo of a frog.,a cropped photo of a small frog.
43029,8,ship,a small photo of the ship.,a bad photo of a strange ship.
43030,4,deer,a cropped photo of a deer.,a small photo of the old deer.
43031,4,deer,a black and white photo of the deer.,a bad photo of a realistic deer.
43032,4,deer,a blurry photo of a deer.,a rendition of a old deer.
43033,4,deer,a small photo of the deer.,a bright photo of a modern deer.
43034,3,cat,a black and white photo of the cat.,a black and white photo of the strange cat.
43035,8,ship,a bad photo of a ship.,a cropped photo of a fast ship.
43036,7,horse,a small photo of the horse.,a bright photo of a cute horse.
43037,0,airplane,a low resolution photo of a airplane.,a close-up photo of a fast airplane.
43038,5,dog,a low resolution photo of a dog.,a black and white photo of the strange dog.
43039,9,truck,a small photo of the truck.,a black and white photo of the old truck.
43040,3,cat,a black and white photo of the cat.,a small photo of the fast cat.
43041,2,bird,a low resolution photo of a bird.,a black and white photo of the fast bird.
43042,9,truck,a close-up photo of a truck.,a bad photo of a modern truck.
43043,3,cat,a jpeg corrupted photo of a cat.,a close-up photo of a modern cat.
43044,4,deer,a jpeg corrupted photo of a deer.,a black and white photo of the strange deer.
43045,0,airplane,a cropped photo of a airplane.,a low resolution photo of a old airplane.
43046,8,ship,a blurry photo of a ship.,a jpeg corrupted photo of a modern ship.
43047,8,ship,a cropped photo of a ship.,a pixelated photo of the old ship.
43048,8,ship,a pixelated photo of the ship.,a blurry photo of a strange ship.
43049,4,deer,a cropped photo of a deer.,a jpeg corrupted photo of a big deer.
43050,1,automobile,a rendition of a automobile.,a small photo of the old automobile.
43051,7,horse,a close-up photo of a horse.,a rendition of a big horse.
43052,3,cat,a small photo of the cat.,a black and white photo of the noisy cat.
43053,5,dog,a rendition of a dog.,a rendition of a cute dog.
43054,0,airplane,a photo of a airplane.,a bad photo of a small airplane.
43055,4,deer,a black and white photo of the deer.,a close-up photo of a modern deer.
43056,5,dog,a black and white photo of the dog.,a photo of a strange dog.
43057,2,bird,a close-up photo of a bird.,a jpeg corrupted photo of a cute bird.
43058,5,dog,a bright photo of a dog.,a low resolution photo of a small dog.
43059,2,bird,a pixelated photo of the bird.,a black and white photo of the noisy bird.
43060,7,horse,a black and white photo of the horse.,a small photo of the big horse.
43061,1,automobile,a close-up photo of a automobile.,a rendition of a old automobile.
43062,9,truck,a rendition of a truck.,a jpeg corrupted photo of a modern truck.
43063,5,dog,a rendition of a dog.,a cropped photo of a old dog.
43064,1,automobile,a jpeg corrupted photo of a automobile.,a low resolution photo of a old automobile.
43065,3,cat,a close-up photo of a cat.,a pixelated photo of the small cat.
43066,7,horse,a bright photo of a horse.,a cropped photo of a old horse.
43067,9,truck,a small photo of the truck.,a low resolution photo of a old truck.
43068,1,automobile,a small photo of the automobile.,a blurry photo of a big automobile.
43069,6,frog,a rendition of a frog.,a bright photo of a colorful frog.
43070,6,frog,a cropped photo of a frog.,a bright photo of a noisy frog.
43071,5,dog,a close-up photo of a dog.,a close-up photo of a strange dog.
43072,3,cat,a blurry photo of a cat.,a bright photo of a noisy cat.
43073,0,airplane,a bright photo of a airplane.,a small photo of the small airplane.
43074,6,frog,a small photo of the frog.,a black and white photo of the fast frog.
43075,5,dog,a small photo of the dog.,a cropped photo of a realistic dog.
43076,0,airplane,a photo of a airplane.,a small photo of the big airplane.
43077,0,airplane,a black and white photo of the airplane.,a small photo of the big airplane.
43078,2,bird,a jpeg corrupted photo of a bird.,a rendition of a big bird.
43079,7,horse,a bad photo of a horse.,a close-up photo of a fast horse.
43080,2,bird,a low resolution photo of a bird.,a cropped photo of a modern bird.
43081,9,truck,a black and white photo of the truck.,a photo of a big truck.
43082,2,bird,a cropped photo of a bird.,a close-up photo of a realistic bird.
43083,7,horse,a bad photo of a horse.,a close-up photo of a fast horse.
43084,3,cat,a jpeg corrupted photo of a cat.,a small photo of the noisy cat.
43085,1,automobile,a black and white photo of the automobile.,a pixelated photo of the big automobile.
43086,8,ship,a close-up photo of a ship.,a low resolution photo of a strange ship.
43087,5,dog,a bad photo of a dog.,a low resolution photo of a cute dog.
43088,5,dog,a cropped photo of a dog.,a bad photo of a cute dog.
43089,1,automobile,a close-up photo of a automobile.,a rendition of a old automobile.
43090,4,deer,a black and white photo of the deer.,a pixelated photo of the realistic deer.
43091,7,horse,a cropped photo of a horse.,a pixelated photo of the old horse.
43092,0,airplane,a small photo of the airplane.,a rendition of a cute airplane.
43093,5,dog,a low resolution photo of a dog.,a black and white photo of the modern dog.
43094,7,horse,a small photo of the horse.,a bad photo of a modern horse.
43095,2,bird,a bad photo of a bird.,a pixelated photo of the strange bird.
43096,8,ship,a close-up photo of a ship.,a black and white photo of the small ship.
43097,4,deer,a jpeg corrupted photo of a deer.,a bright photo of a modern deer.
43098,1,automobile,a cropped photo of a automobile.,a black and white photo of the strange automobile.
43099,2,bird,a small photo of the bird.,a pixelated photo of the big bird.
43100,8,ship,a cropped photo of a ship.,a jpeg corrupted photo of a colorful ship.
43101,8,ship,a photo of a ship.,a photo of a big ship.
43102,1,automobile,a bad photo of a automobile.,a close-up photo of a modern automobile.
43103,5,dog,a cropped photo of a dog.,a rendition of a cute dog.
43104,9,truck,a close-up photo of a truck.,a pixelated photo of the small truck.
43105,3,cat,a bad photo of a cat.,a black and white photo of the fast cat.
43106,2,bird,a black and white photo of the bird.,a small photo of the big bird.
43107,5,dog,a small photo of the dog.,a black and white photo of the cute dog.
43108,9,truck,a bad photo of a truck.,a low resolution photo of a noisy truck.
43109,8,ship,a cropped photo of a ship.,a low resolution photo of a noisy ship.
43110,3,cat,a low resolution photo of a cat.,a blurry photo of a cute cat.
43111,6,frog,a rendition of a frog.,a blurry photo of a strange frog.
43112,9,truck,a bad photo of a truck.,a close-up photo of a big truck.
43113,8,ship,a low resolution photo of a ship.,a bad photo of a big ship.
43114,6,frog,a blurry photo of a frog.,a rendition of a big frog.
43115,5,dog,a low resolution photo of a dog.,a low resolution photo of a big dog.
43116,2,bird,a blurry photo of a bird.,a photo of a fast bird.
43117,6,frog,a bright photo of a frog.,a pixelated photo of the big frog.
43118,2,bird,a pixelated photo of the bird.,a close-up photo of a cute bird.
43119,8,ship,a close-up photo of a ship.,a black and white photo of the small ship.
43120,5,dog,a low resolution photo of a dog.,a blurry photo of a cute dog.
43121,9,truck,a bad photo of a truck.,a bad photo of a old truck.
43122,2,bird,a cropped photo of a bird.,a cropped photo of a strange bird.
43123,3,cat,a close-up photo of a cat.,a low resolution photo of a colorful cat.
43124,7,horse,a rendition of a horse.,a close-up photo of a realistic horse.
43125,0,airplane,a black and white photo of the airplane.,a cropped photo of a big airplane.
43126,3,cat,a close-up photo of a cat.,a jpeg corrupted photo of a fast cat.
43127,2,bird,a bad photo of a bird.,a jpeg corrupted photo of a small bird.
43128,7,horse,a bad photo of a horse.,a rendition of a small horse.
43129,5,dog,a low resolution photo of a dog.,a photo of a fast dog.
43130,7,horse,a low resolution photo of a horse.,a pixelated photo of the cute horse.
43131,9,truck,a low resolution photo of a truck.,a cropped photo of a strange truck.
43132,1,automobile,a photo of a automobile.,a cropped photo of a old automobile.
43133,5,dog,a pixelated photo of the dog.,a bright photo of a modern dog.
43134,2,bird,a cropped photo of a bird.,a rendition of a small bird.
43135,2,bird,a cropped photo of a bird.,a small photo of the fast bird.
43136,8,ship,a photo of a ship.,a photo of a cute ship.
43137,9,truck,a rendition of a truck.,a black and white photo of the small truck.
43138,0,airplane,a low resolution photo of a airplane.,a small photo of the modern airplane.
43139,4,deer,a pixelated photo of the deer.,a pixelated photo of the modern deer.
43140,5,dog,a photo of a dog.,a close-up photo of a big dog.
43141,9,truck,a black and white photo of the truck.,a bright photo of a fast truck.
43142,5,dog,a close-up photo of a dog.,a photo of a colorful dog.
43143,6,frog,a close-up photo of a frog.,a pixelated photo of the fast frog.
43144,7,horse,a black and white photo of the horse.,a small photo of the fast horse.
43145,1,automobile,a blurry photo of a automobile.,a cropped photo of a strange automobile.
43146,4,deer,a rendition of a deer.,a low resolution photo of a modern deer.
43147,4,deer,a rendition of a deer.,a jpeg corrupted photo of a noisy deer.
43148,1,automobile,a blurry photo of a automobile.,a close-up photo of a modern automobile.
43149,8,ship,a rendition of a ship.,a rendition of a fast ship.
43150,7,horse,a black and white photo of the horse.,a low resolution photo of a cute horse.
43151,4,deer,a cropped photo of a deer.,a photo of a old deer.
43152,7,horse,a bad photo of a horse.,a pixelated photo of the noisy horse.
43153,5,dog,a close-up photo of a dog.,a black and white photo of the old dog.
43154,2,bird,a bad photo of a bird.,a low resolution photo of a strange bird.
43155,6,frog,a bright photo of a frog.,a pixelated photo of the fast frog.
43156,5,dog,a low resolution photo of a dog.,a rendition of a realistic dog.
43157,6,frog,a pixelated photo of the frog.,a small photo of the fast frog.
43158,7,horse,a blurry photo of a horse.,a rendition of a realistic horse.
43159,8,ship,a photo of a ship.,a bright photo of a noisy ship.
43160,0,airplane,a rendition of a airplane.,a jpeg corrupted photo of a fast airplane.
43161,8,ship,a close-up photo of a ship.,a cropped photo of a old ship.
43162,2,bird,a blurry photo of a bird.,a close-up photo of a old bird.
43163,7,horse,a close-up photo of a horse.,a pixelated photo of the big horse.
43164,1,automobile,a black and white photo of the automobile.,a cropped photo of a modern automobile.
43165,9,truck,a black and white photo of the truck.,a bad photo of a cute truck.
43166,6,frog,a cropped photo of a frog.,a photo of a big frog.
43167,1,automobile,a cropped photo of a automobile.,a cropped photo of a small automobile.
43168,7,horse,a pixelated photo of the horse.,a cropped photo of a small horse.
43169,9,truck,a jpeg corrupted photo of a truck.,a photo of a modern truck.
43170,4,deer,a black and white photo of the deer.,a small photo of the old deer.
43171,9,truck,a low resolution photo of a truck.,a black and white photo of the cute truck.
43172,4,deer,a low resolution photo of a deer.,a bad photo of a realistic deer.
43173,2,bird,a low resolution photo of a bird.,a close-up photo of a realistic bird.
43174,6,frog,a low resolution photo of a frog.,a small photo of the modern frog.
43175,8,ship,a rendition of a ship.,a pixelated photo of the small ship.
43176,9,truck,a jpeg corrupted photo of a truck.,a rendition of a modern truck.
43177,2,bird,a black and white photo of the bird.,a small photo of the big bird.
43178,1,automobile,a black and white photo of the automobile.,a rendition of a noisy automobile.
43179,2,bird,a bad photo of a bird.,a black and white photo of the big bird.
43180,4,deer,a low resolution photo of a deer.,a jpeg corrupted photo of a cute deer.
43181,5,dog,a bright photo of a dog.,a photo of a strange dog.
43182,6,frog,a close-up photo of a frog.,a jpeg corrupted photo of a noisy frog.
43183,8,ship,a jpeg corrupted photo of a ship.,a close-up photo of a realistic ship.
43184,0,airplane,a cropped photo of a airplane.,a black and white photo of the cute airplane.
43185,7,horse,a bright photo of a horse.,a blurry photo of a big horse.
43186,1,automobile,a bad photo of a automobile.,a jpeg corrupted photo of a big automobile.
43187,3,cat,a close-up photo of a cat.,a bright photo of a colorful cat.
43188,4,deer,a cropped photo of a deer.,a black and white photo of the strange deer.
43189,5,dog,a photo of a dog.,a blurry photo of a old dog.
43190,2,bird,a pixelated photo of the bird.,a bad photo of a strange bird.
43191,8,ship,a photo of a ship.,a cropped photo of a colorful ship.
43192,2,bird,a bright photo of a bird.,a black and white photo of the big bird.
43193,7,horse,a photo of a horse.,a pixelated photo of the small horse.
43194,0,airplane,a blurry photo of a airplane.,a close-up photo of a small airplane.
43195,1,automobile,a low resolution photo of a automobile.,a cropped photo of a colorful automobile.
43196,4,deer,a blurry photo of a deer.,a pixelated photo of the noisy deer.
43197,9,truck,a low resolution photo of a truck.,a pixelated photo of the old truck.
43198,8,ship,a bad photo of a ship.,a pixelated photo of the big ship.
43199,9,truck,a black and white photo of the truck.,a bad photo of a noisy truck.
43200,9,truck,a low resolution photo of a truck.,a blurry photo of a colorful truck.
43201,6,frog,a close-up photo of a frog.,a pixelated photo of the modern frog.
43202,4,deer,a close-up photo of a deer.,a low resolution photo of a small deer.
43203,4,deer,a blurry photo of a deer.,a black and white photo of the colorful deer.
43204,3,cat,a black and white photo of the cat.,a close-up photo of a modern cat.
43205,1,automobile,a bright photo of a automobile.,a small photo of the noisy automobile.
43206,1,automobile,a jpeg corrupted photo of a automobile.,a cropped photo of a big automobile.
43207,1,automobile,a pixelated photo of the automobile.,a cropped photo of a old automobile.
43208,5,dog,a photo of a dog.,a photo of a fast dog.
43209,5,dog,a jpeg corrupted photo of a dog.,a black and white photo of the old dog.
43210,6,frog,a black and white photo of the frog.,a photo of a realistic frog.
43211,0,airplane,a close-up photo of a airplane.,a low resolution photo of a noisy airplane.
43212,8,ship,a rendition of a ship.,a cropped photo of a small ship.
43213,5,dog,a cropped photo of a dog.,a bright photo of a strange dog.
43214,1,automobile,a bright photo of a automobile.,a low resolution photo of a fast automobile.
43215,7,horse,a photo of a horse.,a jpeg corrupted photo of a colorful horse.
43216,2,bird,a rendition of a bird.,a bad photo of a old bird.
43217,1,automobile,a black and white photo of the automobile.,a low resolution photo of a realistic automobile.
43218,9,truck,a blurry photo of a truck.,a cropped photo of a old truck.
43219,0,airplane,a low resolution photo of a airplane.,a small photo of the small airplane.
43220,0,airplane,a pixelated photo of the airplane.,a blurry photo of a strange airplane.
43221,5,dog,a pixelated photo of the dog.,a pixelated photo of the fast dog.
43222,4,deer,a small photo of the deer.,a cropped photo of a colorful deer.
43223,7,horse,a cropped photo of a horse.,a blurry photo of a colorful horse.
43224,4,deer,a rendition of a deer.,a blurry photo of a big deer.
43225,5,dog,a black and white photo of the dog.,a pixelated photo of the realistic dog.
43226,9,truck,a pixelated photo of the truck.,a low resolution photo of a realistic truck.
43227,7,horse,a pixelated photo of the horse.,a small photo of the fast horse.
43228,4,deer,a jpeg corrupted photo of a deer.,a bright photo of a modern deer.
43229,7,horse,a small photo of the horse.,a bright photo of a realistic horse.
43230,7,horse,a photo of a horse.,a small photo of the modern horse.
43231,4,deer,a blurry photo of a deer.,a rendition of a modern deer.
43232,1,automobile,a photo of a automobile.,a blurry photo of a realistic automobile.
43233,3,cat,a blurry photo of a cat.,a black and white photo of the cute cat.
43234,4,deer,a photo of a deer.,a photo of a strange deer.
43235,1,automobile,a black and white photo of the automobile.,a bad photo of a realistic automobile.
43236,6,frog,a close-up photo of a frog.,a pixelated photo of the colorful frog.
43237,3,cat,a small photo of the cat.,a rendition of a realistic cat.
43238,4,deer,a cropped photo of a deer.,a pixelated photo of the big deer.
43239,4,deer,a blurry photo of a deer.,a black and white photo of the noisy deer.
43240,1,automobile,a bright photo of a automobile.,a pixelated photo of the noisy automobile.
43241,4,deer,a jpeg corrupted photo of a deer.,a low resolution photo of a cute deer.
43242,7,horse,a black and white photo of the horse.,a rendition of a noisy horse.
43243,3,cat,a rendition of a cat.,a blurry photo of a old cat.
43244,2,bird,a photo of a bird.,a rendition of a fast bird.
43245,0,airplane,a bright photo of a airplane.,a pixelated photo of the cute airplane.
43246,7,horse,a bad photo of a horse.,a low resolution photo of a strange horse.
43247,7,horse,a bright photo of a horse.,a pixelated photo of the realistic horse.
43248,5,dog,a photo of a dog.,a close-up photo of a cute dog.
43249,5,dog,a photo of a dog.,a bad photo of a strange dog.
43250,6,frog,a blurry photo of a frog.,a small photo of the cute frog.
43251,1,automobile,a close-up photo of a automobile.,a bright photo of a realistic automobile.
43252,0,airplane,a low resolution photo of a airplane.,a jpeg corrupted photo of a strange airplane.
43253,0,airplane,a rendition of a airplane.,a low resolution photo of a small airplane.
43254,3,cat,a jpeg corrupted photo of a cat.,a bad photo of a colorful cat.
43255,7,horse,a photo of a horse.,a low resolution photo of a modern horse.
43256,7,horse,a bad photo of a horse.,a close-up photo of a modern horse.
43257,3,cat,a small photo of the cat.,a cropped photo of a cute cat.
43258,6,frog,a rendition of a frog.,a blurry photo of a cute frog.
43259,5,dog,a bright photo of a dog.,a cropped photo of a noisy dog.
43260,7,horse,a black and white photo of the horse.,a photo of a fast horse.
43261,2,bird,a jpeg corrupted photo of a bird.,a pixelated photo of the realistic bird.
43262,3,cat,a jpeg corrupted photo of a cat.,a blurry photo of a noisy cat.
43263,2,bird,a close-up photo of a bird.,a photo of a modern bird.
43264,6,frog,a small photo of the frog.,a close-up photo of a strange frog.
43265,9,truck,a small photo of the truck.,a black and white photo of the small truck.
43266,0,airplane,a blurry photo of a airplane.,a cropped photo of a colorful airplane.
43267,1,automobile,a photo of a automobile.,a blurry photo of a big automobile.
43268,6,frog,a small photo of the frog.,a small photo of the strange frog.
43269,6,frog,a blurry photo of a frog.,a cropped photo of a modern frog.
43270,7,horse,a small photo of the horse.,a jpeg corrupted photo of a colorful horse.
43271,9,truck,a photo of a truck.,a photo of a cute truck.
43272,7,horse,a blurry photo of a horse.,a bad photo of a strange horse.
43273,5,dog,a cropped photo of a dog.,a bright photo of a realistic dog.
43274,1,automobile,a cropped photo of a automobile.,a rendition of a small automobile.
43275,5,dog,a bad photo of a dog.,a pixelated photo of the big dog.
43276,4,deer,a rendition of a deer.,a bright photo of a small deer.
43277,0,airplane,a bad photo of a airplane.,a low resolution photo of a noisy airplane.
43278,8,ship,a black and white photo of the ship.,a black and white photo of the big ship.
43279,0,airplane,a cropped photo of a airplane.,a small photo of the small airplane.
43280,1,automobile,a close-up photo of a automobile.,a small photo of the noisy automobile.
43281,9,truck,a jpeg corrupted photo of a truck.,a pixelated photo of the big truck.
43282,9,truck,a small photo of the truck.,a close-up photo of a colorful truck.
43283,3,cat,a cropped photo of a cat.,a black and white photo of the strange cat.
